,0
2543,Well maybe it's cold in there. Or maybe I screwed up the first date I had in 9 years.
2544,That could be it.
2545,"Oh, god.  You know, this is still pretty hot. "
2546,"Mushroom. Smile. They won't all be like this. Some women might even stay through dinner. Sorry, that's not funny"
2547,"No, it's just...you know the whole ""getting on with your life"" thing. Well, do I have to? I mean, I'm sitting here with this cute woman, and, and, and she's perfectly nice, and, but that there's, that's it. And um, and then I'm here talkin' to you, and, and it's easy, and it's fun, and, and I don't, I don't have to...You know, here's a wacky thought. Um, what's say you and I give it another sh*t? No no no, I know what you're gonna say, you're a lesbian. But what do you say we just put that aside for now you know? Let's just stick a pin in it, ok? Because, we're great together, you know. You can't deny it. Besides, you're carrying my baby. I mean, how perfect is that? But see, you know, you keep sayin' that, but there's somethin' right here. I love you."
2548,"Oh, I love you too. But--"
2549,"No but, no but."
2550,"You know that thing you put over here with the pin in it? It's time to take the pin out. You'll find someone, I know you will. The right woman is just waiting for you."
2551,"That's easy for you to say, you found one already."
2552,All you need is a woman who likes men and you'll be set.
2553,Not her.
2554,"We get off around midnight, why don't we pick you up then?"
2555,"So, um, will you bring the truck?"
2556,I'll even let you ring the bell.
2557,"Oh, my god."
2558,"See, there you go, the cleansing works!"
2559,They're nice guys.
2560,"Oh, they're firemen guys."
2561,You guys tell them you were married?
2563,"Are you kidding? My girlfriend doesn't know, I'm not gonna tell them!"
2564,"Rach, why does my swizzel stick have an eraser?"
2565,Oh! That's why. I'm sorry!
2566,Chandler.
2567,"Ms. Tedlock. You're looking lovely today. And may I say, that is a very flattering sleeve length on you."
2568,"Yeah. Well, Mr. Kostelick wants you to stop by his office at the end of the day."
2569,"Oh, listen. If this is about those prank memos, I had nothing to do with them. Really. Nothing at all. Really."
2570,"Hey guys, guys! Chandler's coming and he says he has, like, this incredible news, so when he gets here, we could all act like, you know..."
2573,Never mind. But it was going to be really good.
2576,"So, it's a typical day at work. I'm putting in my numbers, and then big Al calls me into his office and tells me he wants to make me processing supervisor."
2577,That's great!
2578,So.... I quit.
2580,Why? This was supposed to be a temp job!
2581,"Uh, Chandler... you've been there for five years."
2582,"If I took this promotion, it'd be like admitting that this is what I actually do."
2583,So was it a lot more money?
2584,It doesn't matter. I just don't want to be one of those guys that's in his office until twelve o'clock at night worrying about the WENUS.
2585,... the WENUS?
2586,Weekly Estimated Net Usage Systems. A processing term.
2587,Oh. That WENUS.
2588,So what're you going to do?
2589,I don't know. That's the thing. I don't know what I want to do. I just know I'm not going to figure it out working there.
2590,"Oooh! I have something you can do! I have this new massage client... Steve?  Anyway, he's opening up a restaurant and he's looking for a head chef."
2591,Um... hi there.
2592,"Hi!  Oh, yeah, no, I know. You're a chef. I know, and I thought of you first, but um, Chandler's the one who needs a job right now, so...."
2593,Yeah... I just don't have that much cheffing experience. Unless it's an all-toast restaurant.
2594,"Yeah, yeah! Well, what kind of food is he looking for?"
2595,"Well, he wants to do some ecclectic, so he's looking for someone who can, you know, create the entire menu."
2597,"Yeah, I know!  Well, what do you think?"
2598,"Thanks, Phoeb. But I just don't see myself in a big white hat."
2599,OK.  Hey Monica! Guess what!
2600,Can you see my nipples through this shirt?
2601,"No. But don't worry, I'm sure they're still there."
2602,"Where are you going, Mr. Suity-Man?"
2603,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo.  I added the ""a-gogo""."
2604,Work counselor?
2605,"Hey, you guys all know what you want to do."
2606,I don't!
2607,"Hey, you guys in the living room all know what you want to do. You know, you have goals. You have dreams. I don't have a dream."
2608,"Ah, the lesser-known ""I don't have a dream"" speech."
2609,"Oh, I love my life, I love my life!"
2610,Ooh! Brian's Song!
2611,The meeting with the guy went great?
2612,"So great! He showed me where the restaurant's going to be. It's this cute little place on 10th Street. Not too big, not too small. Just right."
2613,Was it formerly owned by a blonde woman and some bears?
2614,"So anyway, I'm cooking dinner for him Monday night. You know, kind of like an audition. And Phoebe, he really wants you to be here, which will be great for me because you can 'ooh' and 'ahh' and make yummy noises."
2615,What are you going to make?
2616,Yummy noises.
2617,"And Monica, what are you going to make?"
2618,I don't know. I don't know. It's just going to be so great!
2619,"Ooh! I know what you could make!  I know! Oh, you should definitely make that thing... you know, with the stuff? You know, that thing... with the stuff...? OK, I don't know. "
2620,"Hey guys, does anybody know a good date place in the neighborhood?"
2621,"How about Tony's? If you can finish a 32-ounce steak, it's free."
2622,"OK, ahem, hey, does anybody know a good place if you're not dating a puma?"
2623,Who are you going out with?
2624,"Oh, is this the bug lady?"
2625,"Bzzzz.... I love you, Ross."
2626,Her name is Celia. She's not a bug lady. She's curator of insects at the museum.
2627,So what are you guys going to do?
2628,"Oh, I just thought we could go out to dinner, and then maybe bring her back to my place and I might introduce her to my monkey."
2629,And he's not speaking metaphorically.
2630,"So.... back to your place...you thinking, maybe...  huh-huh?"
2631,"Well, I don't know....  huh-huh.... but I'm hoping  huh-huh."
2632,"I'm telling you, that monkey is a chick magnet! She's going to take one look at his furry, cute little face and it'll seal the deal."
2633,"He's not going to hurt you! Keep going, Celia. Marcel..."
2634,I can't stand this! He's got his claws in my...
2635,Alright... 
2636,"OK, try this salmon mousse."
2637,Mmmm. Good.
2638,Is it better than the other salmon mousse?
2639,It's creamier.
2640,"Yeah, well, is that better?"
2641,"I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?"
2642,My God! What happened to you?
2643,"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn?  ""You are ideally suited for a career in data processing for a large multinational corporation."""
2644,That's so great! 'Cause you already know how to do that!
2645,"Can you believe it? I mean, don't I seem like somebody who should be doing something really cool? You know, I just always pictured myself doing... something."
2646,"Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!"
2647,"Hey, maybe this'll cheer you up."
2648,"Ooh, you know, I had a grape about five hours ago, so I'd better split this with you."
2649,It's supposed to be that small. It's a pre-appetizer. The French call it an amouz-bouche.
2650,Well.... it is amouz-ing...
2651,"Hello? Oh, hi Wendy! Yeah, eight o'clock. What did we say? Ten dollars an hour?... OK, great. All right, I'll see you then. Bye. "
2652,Ten dollars an hour for what?
2653,"Oh, I asked one of the waitresses at work if she'd help me out."
2655,Uh-oh.
2656,Well... of course I thought of you! But... but...
2657,"But, but?"
2658,"But, you see, it's just... this night has to go just perfect, you know? And, well, Wendy's more of a... professional waitress."
2659,Oh! I see. And I've sort of been maintaining my amateur status so that I can waitress in the Olympics.
2660,"You know, I don't mean to brag, but I waited tables at Innsbruck in '76.  Amouz-bouche? "
2661,Talk to me.
2662,"OK.... um, a weird thing happened to me on the train this morning..."
2663,No no no. Talk... dirty.
2664,"Wha... what, here?"
2665,Yes...
2666,Ah....
2667,Say something..... hot.
2668,Er.... um.....
2670,Um... uh.... vulva.
2671,Vulva?
2672,"Alright, I panicked, alright? She took me by surprise. You know, but it wasn't a total loss. I mean, we ended up cuddling."
2673,Whoaa!! You cuddled? How many times??
2674,"Shut up! It was nice. I just... I don't think I'm the dirty-talking kind of guy, you know?"
2675,What's the big deal? You just say what you want to do to her. Or what you want her to do to you. Or what you think other people might be doing to each other. I'll tell you what. Just try something on me.
2676,Please be kidding.
2677,Why not? Come on! Close your eyes and tell me what you'd like to be doing right now.
2678,OK.  I'm in my apartment...
2679,....yeah... what else?
2680,"That's it. I'm in my apartment, you're not there, we're not having this conversation. "
2681,"Alright, look, I'll start, OK?"
2682,"Joey, please."
2683,"Come on. Come on. Alright, ready, look!  Oh... Ross.... you get me so hot. I want your lips on me now."
2685,"Alright, now you say something."
2686,I... ahem... I really don't think so.
2687,"Come on! You like this woman, right?"
2689,"You want to see her again, right?"
2691,"Well if you can't talk dirty to me, how're you going to talk dirty to her? Now tell me you want to caress my butt!"
2692,"OK, turn around.  I just don't want you staring at me when I'm doing this."
2693,"Alright, alright. I'm around. Go ahead."
2694,"Ahem... I want.... OK, I want to... feel your... hot, soft skin with my lips."
2695,There you go! Keep going. Keep going!
2696,"I, er..."
2697,I want to take my tongue... and...
2698,....and....
2699,Say it... say it!
2700,...run it all over your body until you're... trembling with... with...
2701,....with??
2702,Funny story!
2703,It's OK. It's OK. I was always rooting for you two kids to get together.
2704,"Hey Chandler, while you were sleeping that guy from your old job called again."
2705,Again?
2706,"And again, and again, and again...  Hello?  And again."
2707,"Hey Mr. Kostelic! How's life on the fifteenth floor?... Yeah, I miss you too. Yeah, it's a lot less satisfying to steal pens from your own home, you know?... Well, that's very generous... er, but look, this isn't about the money. I need something that's more than a job. I need something I can really care about.... And that's on top of the yearly bonus structure you mentioned earlier?... Look, Al, Al... I'm not playing hardball here, OK? This is not a negotiation, this is a rejection!.... No! No! No, stop saying numbers! I'm telling you, you've got the wrong guy! You've got the wrong guy! I'll see you on Monday! "
2708,Well?
2709,"Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube."
2710,Look at this! 
2711,Oh! You have a window!
2712,Yes indeedy!  With a beautiful view of...
2713,Oh look! That guy's peeing!
2714,"OK, that's enough of the view. Check this out, look at this. Sit down, sit down."
2716,"This is great!  Helen, could you come in here for a moment?"
2717,"Thank you Helen, that'll be all."
2718,"Last time I do that, I promise."
2719,"Wendy, we had a deal! Yeah, you promised! Wendy! Wendy! Wendy! "
2720,Who was that?
2721,Wendy bailed. I have no waitress.
2722,Oh... that's too bad. Bye bye. 
2723,Ten dollars an hour.
2725,Twelve dollars an hour.
2726,"Mon. I wish I could, but I've made plans to walk around."
2727,"You know, Rachel, when you ran out of your wedding, I was there for you. I put a roof over your head, and if that means nothing to you...  twenty dollars an hour."
2728,Done.
2729,Well hello! Welcome to Monica's. May I take your coat?
2730,Hi Steve!
2731,"Hello, Monica.  Hello, greeter girl."
2732,This is Rachel.
2733,"Yeah, OK."
